Destination,Number of Travelers,Number of Days,Package Type,Season,Estimated Cost
Alleppey,4,13,Budget,Winter,103027.89
Nainital,4,13,Standard,Winter,119710.69
Udaipur,1,14,Standard,Summer,80192.86
Varanasi,1,14,Budget,Monsoon,13573.98
Kodaikanal,6,2,Standard,Summer,25708.38
Manali,1,11,Standard,Autumn,30373.22
Pushkar,7,14,Standard,Winter,114659.99
Mumbai,7,12,Luxury,Autumn,426742.9
Pushkar,6,7,Luxury,Monsoon,53238.05
Agra,1,8,Standard,Winter,28160.94
Haridwar,1,4,Standard,Spring,4564.8
Lonavala,1,12,Luxury,Winter,62220.62
Khajuraho,5,1,Budget,Summer,8854.32
Bhubaneswar,6,3,Luxury,Monsoon,31342.5
Araku Valley,3,14,Budget,Spring,40996.62
Ranthambore,8,6,Luxury,Summer,282783.86
Pondicherry,5,14,Standard,Summer,170432.75
Kovalam,6,12,Standard,Autumn,190263.28
Udaipur,2,3,Luxury,Summer,45479.25
Ooty,6,12,Standard,Spring,135059.19
Ranthambore,5,11,Budget,Summer,167656.88
Ranthambore,2,9,Luxury,Monsoon,96637.01
Gir National Park,8,6,Standard,Autumn,147175.75
Ranthambore,3,12,Standard,Autumn,132469.47
Pachmarhi,1,4,Luxury,Winter,15267.81
Agra,7,6,Standard,Winter,99142.22
Shimla,8,2,Standard,Monsoon,23886.17
Varkala,8,5,Luxury,Summer,86967.87
Ranthambore,3,14,Standard,Autumn,158175.44
Varanasi,3,9,Luxury,Autumn,50856.88
North Goa,5,12,Luxury,Spring,234765.8
Pachmarhi,6,5,Standard,Autumn,39665.86
Orchha,3,12,Luxury,Summer,90791.02
Mount Abu,3,6,Standard,Monsoon,26622.21
Gwalior,3,3,Luxury,Spring,22909.67
Kolkata,4,2,Standard,Spring,14335.09
Khajuraho,7,13,Standard,Winter,192006.32
Chennai,8,9,Luxury,Monsoon,133470.96
Lucknow,4,6,Luxury,Spring,61830.48
Rann of Kutch,4,3,Budget,Monsoon,26137.4
Nainital,5,3,Standard,Summer,36445.89
Ziro,7,1,Budget,Autumn,5247.69
Pahalgam,2,14,Luxury,Summer,128133.78
Cherrapunji,5,2,Budget,Spring,15957.78
South Goa,8,4,Budget,Autumn,64942.32
Puri,6,4,Standard,Winter,34449.38
Khajuraho,8,8,Luxury,Summer,220436.41
Ziro,3,10,Standard,Autumn,36081.08
Manali,5,11,Budget,Monsoon,63155.77
Tawang,4,2,Luxury,Winter,30827.64
Kovalam,8,14,Budget,Winter,255420.85
Pune,5,12,Standard,Monsoon,78054.39
Dharamshala,6,1,Budget,Spring,5367.83
Cherrapunji,2,12,Standard,Summer,71808.53
Dalhousie,6,5,Luxury,Summer,95503.17
Rameswaram,6,6,Standard,Winter,42770.55
Mumbai,6,13,Budget,Monsoon,157211.19
Hampi,7,3,Standard,Autumn,24221.0
Manali,7,2,Standard,Autumn,24588.75
Pelling,4,1,Budget,Winter,5709.29
Cherrapunji,6,6,Budget,Autumn,53503.48
Varkala,5,11,Budget,Monsoon,41298.01
Madurai,7,6,Luxury,Winter,80333.54
Port Blair,6,8,Luxury,Spring,180533.54
Mahabaleshwar,1,13,Budget,Monsoon,21963.16
Varkala,3,2,Standard,Winter,9232.24
Kovalam,8,5,Budget,Spring,74176.31
Majuli,3,14,Standard,Monsoon,36520.55
Mahabalipuram,6,13,Luxury,Winter,224692.25
Bengaluru,1,13,Luxury,Winter,101100.46
Gokarna,4,4,Budget,Spring,12715.57
Srinagar,2,11,Standard,Winter,72681.33
Kaziranga,3,1,Standard,Autumn,9831.82
Shimla,8,5,Standard,Autumn,73510.37
Dharamshala,5,13,Budget,Spring,61066.29
Konark,3,11,Standard,Autumn,53743.3
Jaisalmer,8,8,Luxury,Summer,225922.33
South Goa,7,1,Budget,Autumn,14915.58
Gwalior,5,1,Luxury,Summer,14536.27
Pelling,7,2,Luxury,Spring,35391.81
Auli,4,2,Standard,Winter,33324.59
Lonavala,5,14,Budget,Monsoon,76246.36
Gokarna,4,10,Luxury,Winter,81407.03
Jodhpur,2,6,Standard,Monsoon,21274.53
Pushkar,4,14,Budget,Spring,42461.56
Puri,2,8,Luxury,Monsoon,29693.86
Mumbai,4,7,Standard,Summer,119709.29
Munnar,1,1,Standard,Monsoon,2438.17
North Goa,8,3,Budget,Monsoon,31522.28
Jaisalmer,8,2,Luxury,Monsoon,37565.41
Pondicherry,2,5,Budget,Monsoon,13506.73
Kalimpong,1,11,Budget,Spring,14862.68
South Goa,3,8,Standard,Spring,76551.26
Ziro,8,13,Standard,Monsoon,81858.84
Auli,5,13,Standard,Winter,276893.4
Srinagar,6,6,Luxury,Monsoon,103584.04
Kumarakom,1,4,Luxury,Winter,37706.92
Kaziranga,4,3,Standard,Spring,35741.02
Lonavala,8,7,Budget,Winter,82290.61
Gokarna,2,9,Standard,Winter,27973.1
Tawang,1,11,Standard,Summer,39491.64
Shillong,7,2,Budget,Spring,18718.0
Cherrapunji,5,2,Budget,Autumn,15012.12
Gulmarg,8,9,Luxury,Winter,521507.0
Konark,3,14,Standard,Autumn,69039.6
Tirupati,4,6,Budget,Autumn,36592.27
Kumarakom,3,6,Standard,Summer,80312.88
Kumarakom,4,5,Luxury,Winter,133152.13
Jodhpur,7,9,Standard,Summer,132873.47
Puri,4,9,Budget,Winter,39706.79
Cherrapunji,3,5,Standard,Monsoon,27119.41
Pushkar,5,14,Luxury,Winter,137502.88
Pondicherry,1,4,Luxury,Monsoon,14223.91
Chennai,5,3,Budget,Autumn,18974.79
Mahabalipuram,7,8,Luxury,Summer,147915.12
Gir National Park,7,4,Luxury,Monsoon,115318.1
Tirupati,2,5,Luxury,Monsoon,31468.78
Pushkar,3,9,Standard,Winter,35064.01
Majuli,6,11,Luxury,Winter,124529.61
Havelock Island,7,2,Budget,Monsoon,34941.96
Dharamshala,6,8,Budget,Autumn,42814.22
Gokarna,7,3,Budget,Monsoon,12978.54
Puri,5,4,Standard,Winter,29825.8
Puri,2,6,Luxury,Monsoon,21708.05
Thekkady,8,7,Standard,Summer,125496.85
Pushkar,5,5,Luxury,Winter,51150.49
Srinagar,6,13,Budget,Winter,164357.61
Rishikesh,7,7,Standard,Winter,55663.25
Munnar,5,6,Budget,Autumn,48206.55
Orchha,2,13,Luxury,Summer,75224.52
Mahabaleshwar,4,3,Budget,Winter,20930.89
Mahabalipuram,2,14,Budget,Summer,44061.87
Port Blair,5,12,Luxury,Winter,282053.44
Mahabalipuram,2,13,Budget,Monsoon,27282.64
Port Blair,3,14,Luxury,Spring,168419.71
Kanyakumari,1,1,Luxury,Autumn,2969.99
Udaipur,6,5,Budget,Summer,86724.0
Thekkady,5,12,Luxury,Spring,200816.56
Dharamshala,5,8,Luxury,Winter,96648.44
Puri,6,1,Budget,Spring,5417.65
Ziro,7,2,Budget,Winter,12809.28
Mussoorie,4,3,Luxury,Winter,47632.19
Mahabaleshwar,1,8,Luxury,Monsoon,28326.62
Pune,4,13,Budget,Summer,74983.97
Manali,8,12,Budget,Winter,148873.84
Munnar,3,3,Budget,Summer,17685.55
Mussoorie,2,12,Standard,Autumn,56557.78
Wayanad,3,10,Standard,Autumn,56116.38
Pahalgam,3,10,Luxury,Autumn,106365.69
Mysore,6,8,Standard,Summer,94302.99
Varanasi,5,3,Standard,Winter,20184.13
Coorg,7,5,Luxury,Spring,100452.14
Lucknow,8,4,Luxury,Winter,93165.91
Leh,1,6,Standard,Summer,39430.41
Jaisalmer,2,8,Standard,Autumn,37551.62
Gokarna,8,6,Luxury,Spring,75044.11
Shimla,5,10,Luxury,Summer,210748.57
Madurai,7,5,Standard,Summer,43362.82
Gangtok,1,3,Luxury,Winter,18622.86
Ziro,3,9,Luxury,Monsoon,40009.63
Ziro,1,3,Luxury,Spring,7721.27
Jaisalmer,1,2,Standard,Monsoon,4750.57
Konark,1,11,Standard,Autumn,23974.35
Mysore,6,7,Luxury,Summer,126336.55
Udaipur,1,13,Standard,Autumn,62199.76
Varkala,3,4,Standard,Summer,18901.51
Mahabaleshwar,6,10,Luxury,Spring,180934.09
Mount Abu,8,1,Luxury,Summer,24938.87
Orchha,3,4,Standard,Monsoon,12734.92
Kanyakumari,8,13,Luxury,Summer,221480.9
Haridwar,6,14,Luxury,Winter,125678.62
Kochi,5,13,Budget,Winter,104829.43
Mumbai,1,6,Luxury,Monsoon,38549.68
Mount Abu,3,9,Budget,Summer,45325.67
Majuli,3,12,Budget,Monsoon,24175.03
Kolkata,2,2,Budget,Summer,7538.69
Varanasi,8,6,Luxury,Autumn,75349.13
Bhubaneswar,7,6,Budget,Monsoon,32825.01
Mahabalipuram,2,4,Luxury,Autumn,21873.76
Wayanad,4,6,Budget,Monsoon,24217.92
Havelock Island,4,7,Standard,Autumn,121739.7
Pachmarhi,2,12,Luxury,Winter,75988.6
Pachmarhi,8,13,Luxury,Spring,208892.17
Bhubaneswar,5,8,Budget,Monsoon,33535.23
Mysore,8,1,Luxury,Monsoon,15266.41
Varanasi,5,13,Luxury,Summer,141510.62
South Goa,7,4,Standard,Monsoon,66958.43
Shillong,1,9,Luxury,Summer,48638.59
Chennai,8,13,Standard,Winter,185498.27
Auli,1,7,Luxury,Monsoon,44979.2
Lucknow,7,6,Luxury,Winter,130083.89
Kolkata,2,1,Standard,Autumn,4033.05
Pelling,2,6,Standard,Autumn,23551.95
Havelock Island,2,6,Luxury,Summer,120777.91
Lonavala,1,12,Budget,Summer,27638.97
Rishikesh,4,14,Luxury,Spring,94256.2
Gir National Park,5,8,Budget,Spring,100906.93
Mysore,3,7,Standard,Summer,44176.81
Wayanad,8,13,Standard,Winter,193827.78
Kolkata,6,6,Luxury,Summer,118736.97
Dalhousie,7,10,Standard,Spring,114747.24
Nainital,2,4,Standard,Spring,18999.11
Majuli,8,4,Luxury,Winter,55618.99
Madurai,8,3,Budget,Monsoon,14305.66
Tirupati,4,2,Budget,Monsoon,9840.31
Mysore,6,10,Luxury,Summer,188467.15
North Goa,7,3,Budget,Autumn,36147.13
Gokarna,2,14,Budget,Winter,32768.1
Kochi,3,11,Budget,Summer,57239.3
Kodaikanal,5,7,Luxury,Winter,119730.41
Wayanad,7,9,Luxury,Summer,189315.27
Kodaikanal,4,3,Luxury,Spring,34650.36
Pondicherry,1,4,Budget,Monsoon,6754.23
Varkala,4,7,Budget,Spring,25043.54
Konark,1,14,Standard,Spring,30504.22
Kodaikanal,7,9,Standard,Spring,105363.48
Chennai,5,4,Luxury,Autumn,55431.16
Kanyakumari,5,10,Standard,Monsoon,51780.74
Nainital,1,7,Budget,Autumn,15923.88
Majuli,4,12,Budget,Monsoon,29088.45
Gokarna,8,12,Budget,Winter,88698.34
Lonavala,2,11,Luxury,Summer,86299.85
Visakhapatnam,3,2,Budget,Spring,8289.25
Darjeeling,3,5,Standard,Monsoon,26265.57
Munnar,5,1,Budget,Monsoon,6289.85
Bhubaneswar,1,5,Standard,Winter,12071.38
Ziro,8,6,Standard,Summer,58297.11
Varanasi,1,14,Luxury,Monsoon,28511.27
Kaziranga,4,6,Standard,Monsoon,59321.94
Udaipur,7,5,Budget,Summer,97296.91
Varkala,3,7,Budget,Monsoon,16714.88
Pachmarhi,5,14,Budget,Spring,74194.1
Ranthambore,1,11,Budget,Autumn,41546.64
Wayanad,2,7,Budget,Summer,25271.68
Pahalgam,5,9,Budget,Monsoon,56307.84
Tawang,4,2,Standard,Spring,16320.2
Rann of Kutch,8,3,Budget,Spring,60671.94
Kumarakom,6,13,Budget,Monsoon,151381.29
Auli,6,12,Luxury,Monsoon,304322.63
Jaisalmer,7,14,Budget,Monsoon,117293.11
Konark,1,2,Budget,Autumn,3339.49
Alleppey,7,14,Standard,Winter,240780.41
Munnar,6,11,Luxury,Spring,204254.16
Wayanad,6,7,Budget,Autumn,54627.9
Shillong,8,9,Standard,Winter,155204.03
Shimla,6,1,Budget,Spring,8798.21
Varanasi,7,8,Budget,Autumn,43031.23
Tawang,3,14,Luxury,Winter,176608.96
Jaisalmer,8,3,Standard,Winter,54319.25
Gir National Park,4,7,Luxury,Monsoon,118696.19
Dalhousie,2,4,Luxury,Autumn,24950.3
Pelling,7,9,Budget,Monsoon,60333.8
Lonavala,6,7,Standard,Winter,88184.92
Kaziranga,4,12,Budget,Monsoon,89071.17
Haridwar,8,13,Standard,Autumn,77516.64
Lonavala,4,13,Luxury,Autumn,148308.82
Gulmarg,8,1,Standard,Summer,36642.51
Kovalam,8,9,Standard,Spring,175399.38
Auli,6,5,Budget,Winter,88028.24
Jaisalmer,5,8,Standard,Winter,99186.65
Kochi,2,6,Standard,Autumn,25097.48
Mahabaleshwar,8,5,Luxury,Summer,136856.06
Varanasi,4,7,Budget,Autumn,21579.96
Rameswaram,1,10,Budget,Monsoon,9457.75
Rameswaram,5,4,Luxury,Winter,39386.28
Shimla,7,3,Standard,Winter,48722.29
Mumbai,4,12,Budget,Summer,146025.65
Varkala,1,4,Luxury,Winter,13649.35
Rann of Kutch,2,10,Budget,Monsoon,53016.38
Pondicherry,3,7,Standard,Spring,42881.99
Gwalior,2,8,Luxury,Monsoon,35795.12
Kolkata,8,5,Standard,Autumn,63571.5
Pondicherry,2,7,Standard,Winter,39027.32
Port Blair,6,6,Budget,Summer,78022.1
Konark,6,9,Budget,Monsoon,46959.06
Rishikesh,5,8,Standard,Winter,50278.54
Munnar,8,13,Budget,Monsoon,115726.4
Ziro,8,13,Standard,Winter,122109.95
Jodhpur,5,9,Budget,Spring,67027.51
Hampi,6,3,Standard,Autumn,22724.27
Hampi,5,5,Budget,Winter,28090.59
Tirupati,8,8,Luxury,Winter,226498.37
Kovalam,5,9,Budget,Winter,111216.43
Dalhousie,6,5,Luxury,Monsoon,63768.68
Puri,8,8,Luxury,Summer,138587.01
Rameswaram,7,11,Standard,Autumn,72153.81
Lucknow,7,13,Budget,Summer,131827.49
Varanasi,3,5,Luxury,Monsoon,22293.55
Auli,8,14,Luxury,Autumn,542753.04
Jaipur,2,9,Luxury,Spring,73600.53
Munnar,4,9,Standard,Summer,89486.73
Pahalgam,5,3,Budget,Summer,28313.22
Khajuraho,3,8,Standard,Summer,62244.08
Cherrapunji,5,9,Luxury,Spring,156280.58
Lucknow,3,14,Luxury,Spring,125131.73
Lonavala,5,9,Standard,Monsoon,65245.0
Konark,8,11,Standard,Autumn,121260.43
Kanyakumari,8,6,Standard,Monsoon,42836.77
Hampi,8,12,Budget,Spring,77660.33
Mumbai,4,4,Budget,Spring,39851.86
Haridwar,6,5,Budget,Spring,17967.21
Varanasi,1,8,Budget,Summer,11179.55
Kovalam,2,2,Budget,Spring,9490.23
Rann of Kutch,3,10,Luxury,Winter,240509.16
Pahalgam,7,8,Budget,Spring,80039.35
Darjeeling,5,13,Budget,Monsoon,79556.96
Cherrapunji,1,11,Luxury,Winter,64362.13
Darjeeling,1,5,Budget,Summer,13421.14
Coorg,6,8,Budget,Autumn,68685.67
Kovalam,6,7,Luxury,Spring,182448.63
Havelock Island,5,1,Standard,Summer,27583.42
Mount Abu,6,10,Budget,Summer,92693.79
Pachmarhi,4,5,Budget,Winter,24225.0
North Goa,3,12,Luxury,Summer,180814.89
Auli,4,8,Budget,Monsoon,64076.62
Bhubaneswar,5,2,Budget,Spring,10283.48
Kaziranga,5,12,Standard,Spring,191024.79
Puri,2,2,Budget,Spring,4225.5
Mahabaleshwar,4,5,Standard,Spring,37706.81
Pune,2,7,Luxury,Summer,51879.05
Kumarakom,8,1,Budget,Summer,23272.07
Bengaluru,8,7,Luxury,Spring,224418.0
Agra,6,13,Standard,Spring,152767.14
Pachmarhi,6,10,Standard,Winter,95641.02
Darjeeling,3,13,Standard,Winter,104152.4
Jodhpur,4,12,Luxury,Summer,175809.58
Jodhpur,4,6,Budget,Summer,42714.01
Ooty,4,13,Standard,Summer,118424.9
Visakhapatnam,5,7,Luxury,Autumn,97276.54
Thekkady,4,12,Luxury,Monsoon,126458.84
Kodaikanal,5,9,Budget,Monsoon,48235.91
Agra,1,4,Luxury,Summer,22238.02
Dalhousie,2,14,Standard,Winter,65288.75
Gokarna,7,9,Standard,Autumn,65078.68
Darjeeling,3,14,Budget,Spring,68585.08
Khajuraho,8,7,Budget,Summer,86568.15
Srinagar,8,3,Luxury,Summer,103680.14
Coorg,4,10,Standard,Winter,89702.73
Khajuraho,6,12,Budget,Autumn,100576.91
North Goa,3,3,Luxury,Summer,45061.61
Konark,1,5,Budget,Monsoon,6745.18
Khajuraho,1,11,Luxury,Summer,59024.62
Lucknow,1,1,Standard,Autumn,2505.13
Konark,6,10,Standard,Monsoon,69068.12
Tirupati,5,9,Budget,Monsoon,58097.32
Dalhousie,8,1,Luxury,Summer,24209.94
Ranthambore,7,2,Luxury,Monsoon,58085.41
Coorg,1,5,Luxury,Winter,26334.18
Srinagar,4,7,Luxury,Spring,105695.63
Munnar,4,3,Standard,Spring,24321.98
Jodhpur,7,3,Standard,Summer,46346.67
Pushkar,2,8,Budget,Summer,16640.78
Gir National Park,1,9,Budget,Summer,38925.25
Kumarakom,8,12,Standard,Winter,343023.58
Jaipur,4,7,Standard,Winter,72313.55
Pachmarhi,8,14,Standard,Spring,137998.94
Pushkar,8,4,Standard,Monsoon,23179.12
Gangtok,3,7,Standard,Winter,60362.68
Majuli,7,8,Luxury,Spring,89703.24
Gwalior,5,7,Budget,Monsoon,32770.83
Orchha,5,7,Standard,Monsoon,34517.63
Mysore,6,1,Luxury,Winter,18460.03
Kolkata,6,12,Standard,Autumn,126072.13
Gir National Park,5,10,Budget,Autumn,128463.51
Nainital,3,6,Standard,Summer,46350.48
South Goa,8,8,Luxury,Summer,346583.27
Dalhousie,6,14,Standard,Monsoon,111157.92
Agra,2,11,Standard,Monsoon,42460.65
Gulmarg,5,2,Luxury,Summer,78940.21
Haridwar,7,6,Standard,Winter,39445.14
Bengaluru,1,6,Luxury,Winter,47939.58
Srinagar,1,1,Luxury,Autumn,5604.92
Kumarakom,5,6,Luxury,Autumn,165289.95
Kanyakumari,5,3,Luxury,Spring,30018.79
Thekkady,6,9,Luxury,Summer,207344.3
Ooty,2,7,Luxury,Winter,60340.82
Cherrapunji,7,5,Luxury,Spring,105349.6
Ranthambore,4,7,Standard,Summer,113897.04
Bhubaneswar,7,7,Budget,Winter,56997.84
Agra,4,14,Standard,Monsoon,88089.09
Varanasi,1,13,Budget,Monsoon,12530.79
Puri,4,6,Standard,Monsoon,22669.78
Lonavala,3,13,Budget,Summer,67784.26
Kolkata,1,9,Budget,Monsoon,14242.36
Rishikesh,5,1,Standard,Autumn,5190.47
Nainital,2,4,Standard,Spring,18781.63
Rameswaram,1,14,Luxury,Summer,41150.11
Coorg,8,11,Luxury,Autumn,244076.08
Mount Abu,8,3,Standard,Monsoon,31933.08
Jodhpur,5,5,Budget,Monsoon,28295.16
Shimla,1,11,Luxury,Autumn,52154.24
Varkala,6,3,Budget,Autumn,16455.16
Kumarakom,2,14,Standard,Monsoon,90626.49
Orchha,4,3,Luxury,Autumn,23243.77
Tawang,4,4,Budget,Winter,29054.2
Pachmarhi,6,14,Standard,Monsoon,90377.14
Mumbai,3,14,Standard,Winter,186711.87
Rishikesh,2,6,Budget,Summer,12929.28
Mumbai,7,2,Luxury,Summer,89301.35
Majuli,1,14,Budget,Summer,18013.94
Port Blair,1,8,Budget,Spring,21332.37
Varkala,5,14,Budget,Monsoon,51791.39
Pachmarhi,1,4,Budget,Summer,6905.64
Shillong,2,2,Budget,Summer,8167.36
Jodhpur,7,3,Standard,Monsoon,29653.91
Visakhapatnam,1,3,Budget,Monsoon,4408.64
Pachmarhi,7,12,Budget,Spring,78995.38
Pushkar,6,1,Luxury,Summer,11390.49
Haridwar,2,9,Luxury,Winter,32422.99
Port Blair,6,6,Standard,Summer,101829.47
Kolkata,8,9,Luxury,Autumn,188003.19
Gokarna,7,3,Luxury,Winter,41106.11
Jaipur,8,5,Luxury,Winter,155406.76
Konark,6,10,Standard,Autumn,85693.26
Rameswaram,8,8,Standard,Summer,72793.35
Pelling,7,14,Luxury,Spring,245663.13
Pelling,1,14,Luxury,Summer,66998.56
Kochi,8,9,Budget,Monsoon,71761.66
Wayanad,7,14,Budget,Summer,137787.2
Kolkata,4,4,Luxury,Summer,51896.76
South Goa,8,12,Budget,Summer,243824.71
Varanasi,8,8,Budget,Autumn,48462.69
South Goa,8,1,Budget,Autumn,16932.15
Auli,6,11,Standard,Summer,258001.08
Kanyakumari,6,3,Luxury,Monsoon,27762.9
Gir National Park,7,7,Budget,Winter,135510.69
Dharamshala,3,10,Standard,Monsoon,31128.4
Gir National Park,7,5,Standard,Monsoon,85824.51
Pahalgam,7,7,Standard,Summer,112589.01
Thekkady,5,14,Luxury,Spring,231058.51
Haridwar,3,2,Standard,Summer,6132.31
Mumbai,8,3,Budget,Spring,54796.7
Munnar,6,14,Standard,Spring,168834.05
Kolkata,4,10,Standard,Monsoon,56054.24
North Goa,2,8,Budget,Winter,39189.26
Pushkar,8,9,Budget,Winter,60754.85
Leh,4,4,Budget,Spring,45311.62
Jodhpur,7,10,Luxury,Winter,239321.01
Konark,8,1,Luxury,Autumn,17368.22
Darjeeling,2,1,Luxury,Spring,7706.71
Araku Valley,4,12,Luxury,Autumn,94063.98
Pelling,1,2,Luxury,Summer,9368.81
Darjeeling,8,2,Standard,Summer,36325.49
Havelock Island,3,3,Budget,Autumn,30884.42
Mussoorie,4,9,Standard,Autumn,72349.46
Kanyakumari,5,5,Luxury,Summer,62011.11
Pelling,3,6,Luxury,Winter,65147.8
Haridwar,7,1,Standard,Monsoon,4208.38
Port Blair,8,6,Budget,Summer,93885.06
Gokarna,8,12,Standard,Summer,115424.99
Alleppey,5,4,Standard,Monsoon,36560.33
Jaisalmer,5,4,Standard,Monsoon,33336.04
Araku Valley,4,7,Budget,Spring,25388.51
Mysore,8,5,Luxury,Winter,114217.75
Munnar,5,8,Standard,Spring,85442.67
Pune,1,9,Standard,Winter,26361.89
Shillong,7,6,Budget,Summer,69553.27
Jaisalmer,5,4,Luxury,Spring,66458.76
Manali,6,12,Standard,Autumn,131790.27
Kolkata,7,9,Luxury,Autumn,169268.81
Gokarna,7,7,Budget,Monsoon,29953.14
Konark,8,12,Luxury,Summer,251244.49
Mumbai,4,14,Luxury,Winter,361866.87
Darjeeling,4,7,Budget,Autumn,43041.08
Gangtok,1,4,Standard,Spring,13088.37
Chennai,3,2,Luxury,Spring,17437.35
Srinagar,8,2,Luxury,Winter,69067.5
Ranthambore,8,10,Budget,Winter,224225.2
Gangtok,8,8,Standard,Autumn,129412.3
Agra,8,7,Budget,Winter,98085.12
Chennai,6,13,Standard,Summer,143084.66
Pondicherry,2,10,Luxury,Summer,89276.73
Shillong,4,12,Standard,Winter,111545.0
Mount Abu,3,13,Standard,Autumn,74307.69
Ranthambore,6,12,Budget,Spring,174957.85
Rameswaram,3,6,Standard,Summer,23731.52
Lucknow,8,7,Budget,Spring,64322.88
Alleppey,7,3,Budget,Winter,38229.77
Shimla,5,3,Budget,Monsoon,18739.7
Port Blair,7,5,Budget,Summer,71548.75
Gangtok,1,13,Luxury,Winter,81550.85
Lonavala,8,14,Standard,Summer,217753.28
Nainital,3,7,Standard,Monsoon,34666.28
Tawang,1,1,Budget,Autumn,2175.59
Khajuraho,3,7,Budget,Winter,39116.75
Rishikesh,6,6,Luxury,Autumn,56086.36
Cherrapunji,8,3,Budget,Monsoon,27788.62
Hampi,8,12,Standard,Winter,130259.65
Rishikesh,8,11,Standard,Monsoon,65635.75
Agra,3,11,Standard,Summer,87167.91
Shillong,2,6,Luxury,Summer,52346.94
Varkala,7,9,Budget,Spring,54606.33
Munnar,8,4,Budget,Summer,53252.48
Hampi,2,11,Standard,Monsoon,25997.97
Pachmarhi,6,9,Luxury,Monsoon,92104.68
Pahalgam,8,14,Standard,Winter,248714.43
Hampi,8,14,Luxury,Monsoon,169137.54
Kanyakumari,8,2,Luxury,Winter,34139.08
Kanyakumari,6,14,Standard,Spring,102868.94
Lonavala,3,13,Budget,Summer,68497.32
Mount Abu,2,3,Luxury,Summer,24576.97
Dalhousie,3,3,Standard,Summer,19732.61
Kolkata,1,4,Luxury,Monsoon,13401.6
Jaisalmer,2,14,Budget,Spring,51077.15
Araku Valley,6,7,Luxury,Spring,82158.7
Mount Abu,7,6,Standard,Winter,87858.59
Mahabaleshwar,7,8,Budget,Monsoon,60758.76
Varanasi,8,14,Budget,Winter,102156.71
Nainital,1,7,Luxury,Spring,33175.22
Orchha,1,3,Luxury,Winter,10233.52
Pelling,2,4,Luxury,Summer,30459.2
Cherrapunji,7,2,Standard,Monsoon,21382.88
Kovalam,4,5,Budget,Summer,49097.83
Tawang,2,11,Luxury,Spring,81664.75
Haridwar,6,9,Luxury,Spring,67947.45
Visakhapatnam,1,12,Budget,Winter,27683.96
Darjeeling,3,1,Standard,Monsoon,5221.89
Kaziranga,7,6,Budget,Spring,88948.19
Mysore,8,6,Budget,Autumn,54218.69
Konark,8,5,Luxury,Autumn,87675.43
Kolkata,1,11,Budget,Autumn,21365.71
Rameswaram,5,8,Luxury,Summer,78244.75
Pahalgam,3,14,Standard,Summer,110470.61
Gulmarg,7,2,Budget,Spring,39562.25
Bengaluru,8,9,Budget,Spring,136255.12
Kochi,4,10,Standard,Summer,83928.66
Leh,4,6,Standard,Autumn,88468.78
Jaipur,6,6,Standard,Spring,78087.44
Tawang,6,11,Standard,Spring,126749.12
Pune,1,14,Budget,Autumn,25215.33
Ziro,1,14,Budget,Autumn,16800.11
Jaipur,5,5,Budget,Autumn,41531.88
Mahabaleshwar,8,12,Budget,Monsoon,98541.68
Mysore,2,8,Standard,Autumn,30269.4
North Goa,1,13,Standard,Summer,54078.62
Mysore,7,9,Standard,Spring,97124.6
Pahalgam,5,6,Luxury,Autumn,103776.12
Bengaluru,3,13,Standard,Autumn,117765.6
Ziro,5,13,Budget,Summer,64990.73
Kanyakumari,4,11,Standard,Winter,65249.94
Kolkata,1,1,Budget,Summer,2336.49
Pelling,2,9,Luxury,Spring,57941.49
Jodhpur,5,5,Luxury,Winter,92377.32
Araku Valley,6,2,Standard,Spring,14203.64
Alleppey,5,12,Luxury,Summer,259204.58
Gulmarg,2,10,Standard,Autumn,96831.06
Agra,5,12,Luxury,Summer,230405.0
Cherrapunji,2,6,Standard,Autumn,28656.55
Lucknow,5,10,Standard,Autumn,86845.27
North Goa,6,1,Budget,Autumn,10581.64
Lucknow,5,1,Budget,Autumn,6293.3
Ziro,6,7,Budget,Autumn,33808.37
Jaipur,1,3,Luxury,Autumn,15383.17
Mahabalipuram,8,10,Luxury,Monsoon,142176.99
Srinagar,1,3,Budget,Monsoon,6393.61
Puri,7,5,Standard,Monsoon,31813.97
Varanasi,4,10,Standard,Summer,53502.85
Majuli,6,6,Budget,Summer,33048.32
Majuli,1,9,Standard,Autumn,13441.33
Gangtok,1,6,Luxury,Winter,36208.64
Thekkady,7,6,Standard,Monsoon,65508.13
Darjeeling,7,2,Luxury,Spring,42890.22
Wayanad,2,1,Luxury,Winter,7404.27
Hampi,1,3,Budget,Spring,4162.23
Jaipur,1,5,Luxury,Monsoon,20042.1
Kalimpong,2,4,Standard,Winter,14060.29
Gokarna,8,9,Standard,Summer,85636.74
Havelock Island,2,10,Standard,Winter,127651.56
Majuli,1,9,Standard,Monsoon,10787.52
Darjeeling,4,3,Luxury,Monsoon,31168.26
Wayanad,3,2,Budget,Monsoon,6870.44
Pachmarhi,5,11,Standard,Spring,78169.17
Mussoorie,2,12,Luxury,Autumn,92629.99
Shimla,2,5,Standard,Monsoon,19658.32
Orchha,3,12,Luxury,Summer,86748.68
Mount Abu,8,3,Luxury,Spring,62225.06
Mahabaleshwar,7,8,Budget,Summer,89480.07
North Goa,3,10,Luxury,Monsoon,100745.42
Mysore,7,10,Luxury,Spring,171260.42
Majuli,4,14,Budget,Autumn,44306.01
